Empresa,Saida,NF,Descricao_produto,Linha,Origem_NF,Data_Emissao,Data_Cancelamento,Data_expedicao,Qtd_Parcela,Qtd_Prazo_Medio,Valor_Total_Nota,Qtd_Itens,Qtd_Volumes,Data_Saida,Qtd_Produto,Preco_Unitario,Valor_Total_Item,Custo_Item,Preco_Un_Pdv,Valor_Custo_Compra,Preco_Tabela,Cliente,Vendedor,Mes,Ano,Dia,Dia da Semana,Total_Custo_Compra,Total_Lucro_Venda_Item,situacao
GO MED HOSPITALAR,V,5926,CATETER INTRAVENOSO C/DISP SEG 24G. UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,100,2.85,285.0,1.89,2.85,1.89,2.64,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,188.54,96.46,Faturada
GO MED HOSPITALAR,V,5926,SONDA ASP.S/FECH TRACH CARE 12FR UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,2,68.0,136.0,28.51,68.0,28.51,50.63,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,57.02,78.98,Faturada
GO MED HOSPITALAR,V,5926,"AGULHA DESC. C/ DISP. SEG. 40 X 1,20MM UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,500,0.01,7.0,0.21,0.01,0.21,0.3,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,106.7,-99.7,Faturada
GO MED HOSPITALAR,V,5926,COBERTURA PARA OBITO G UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,30,17.88,536.4,11.43,17.88,11.43,17.19,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,342.88,193.52,Faturada
GO MED HOSPITALAR,V,5926,"LUVA CIR. ESTERIL 7,5 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,200,1.35,270.0,1.12,1.35,1.12,1.66,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,224.68,45.32,Faturada
GO MED HOSPITALAR,V,5926,"LUVA CIR. ESTERIL 8,0 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,200,1.35,270.0,1.13,1.35,1.13,1.66,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,225.08,44.92,Faturada
GO MED HOSPITALAR,V,5926,EXTENSAO P/ ASPIRACAO 2 MTS UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,200,5.52,1104.0,2.85,5.52,2.85,3.95,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,569.2,534.8,Faturada
GO MED HOSPITALAR,V,5926,"AGULHA DESC. C/ DISP. SEG. 13 X 4,5MM UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,400,0.33,132.0,0.22,0.33,0.22,0.31,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,86.8,45.2,Faturada
GO MED HOSPITALAR,V,5926,"AGULHA DESC. C/ DISP. SEG. 20 X 5,5MM UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,2000,0.31,620.0,0.22,0.31,0.22,0.31,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,434.4,185.6,Faturada
GO MED HOSPITALAR,V,5926,"LUVA CIR. ESTERIL 7,0 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,200,1.35,270.0,1.11,1.35,1.11,1.66,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,222.22,47.78,Faturada
GO MED HOSPITALAR,V,5926,SERINGA DESC. 20ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,6000,0.35,2100.0,0.3,0.35,0.3,0.43,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,1794.0,306.0,Faturada
GO MED HOSPITALAR,V,5926,"AGULHA DESC. C/ DISP. SEG. 25 X 0,80MM CX C/100",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,15035.1,21,1,18/09/2025,8000,0.38,3040.0,0.26,0.38,0.26,0.39,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,2080.0,960.0,Faturada
GO MED HOSPITALAR,V,5927,"ESPARADRAPO 10CM X 4,5M UN",MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,1,12.2,12.2,10.27,12.2,10.27,14.2,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,10.27,1.93,Faturada
GO MED HOSPITALAR,V,5927,"COMPRESSA DE GAZE 7,5CMX7,5CM 13 FIOS C/500 REBECCA PC",MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,2,22.5,45.0,17.02,22.5,17.02,24.32,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,34.05,10.95,Faturada
GO MED HOSPITALAR,V,5927,"AGULHA DESC. 40 X 1,20MM UN",MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,100,0.09,9.0,0.07,0.09,0.07,0.1,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,6.85,2.15,Faturada
GO MED HOSPITALAR,V,5927,"SERINGA DESC. 01ML LS C/AG INS 13X4,5 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,500,0.25,125.0,0.17,0.25,0.17,0.25,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,86.35,38.65,Faturada
GO MED HOSPITALAR,V,5927,CAMPO OPERATORIO 45X50 C/50 S/RX (HELENA) RL,MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,1,56.8,56.8,43.36,56.8,43.36,61.94,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,43.36,13.44,Faturada
GO MED HOSPITALAR,V,5927,SCALP 23G C/DISP. SEG UN,MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,100,0.46,46.0,0.34,0.46,0.34,0.51,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,34.16,11.84,Faturada
GO MED HOSPITALAR,V,5927,"AGULHA DESC. 25 X 0,70MM 22G UN",MATERIAL HOSPITALAR,AL,18/09/2025,,,1,1,310.0,7,2,,200,0.08,16.0,0.06,0.08,0.06,0.09,VETWORLD,DENIS SOUSA,9,2025,18,Quinta-feira,12.06,3.94,Faturada
GO MED HOSPITALAR,V,5928,COLETOR PERFURO CORTANTE 13 LTS UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,4760.0,5,6,18/09/2025,70,7.5,525.0,5.23,7.5,5.23,7.12,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,365.83,159.17,Faturada
GO MED HOSPITALAR,V,5928,"FITA MICROPORE 50MM X 4,5M RL",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,4760.0,5,6,18/09/2025,180,13.25,2385.0,2.42,13.25,2.42,3.61,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,436.21,1948.79,Faturada
GO MED HOSPITALAR,V,5928,COLETOR DE URINA SISTEMA ABERTO 2000 ML PC/100 pc,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,4760.0,5,6,18/09/2025,1,60.0,60.0,30.68,60.0,30.68,45.75,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,30.68,29.32,Faturada
GO MED HOSPITALAR,V,5928,CURATIVO TRANSP. IV 7X9CM UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,4760.0,5,6,18/09/2025,100,3.9,390.0,1.08,3.9,1.08,1.61,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,108.22,281.78,Faturada
GO MED HOSPITALAR,V,5928,ELETRODO ECG ADULTO PACOTE C/ 50 UNIDADES UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,45,4760.0,5,6,18/09/2025,4000,0.35,1400.0,0.33,0.35,0.33,0.49,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,1318.0,82.0,Faturada
GO MED HOSPITALAR,V,5929,DETERGENTE ENZIMATICO (PRATICZYME)4 ENZIMAS 5LT GL,SANEANTES,AL,18/09/2025,,18/09/2025,1,30,910.0,1,7,18/09/2025,14,65.0,910.0,46.5,65.0,46.5,66.42,HOSP MAT SAO VICENTE DE PAULO,CESAR GAMA,9,2025,18,Quinta-feira,651.05,258.95,Faturada
GO MED HOSPITALAR,V,5930,SOL. GLICERINA 12% 500ML FR,NUTRIÇÃO CLINICA,CL,18/09/2025,,18/09/2025,1,30,583.29,3,10,18/09/2025,30,8.2,246.0,6.79,8.2,6.79,9.43,HOSPITAL SAO MATEUS LTDA,MAIRTON,9,2025,18,Quinta-feira,203.56,42.44,Faturada
GO MED HOSPITALAR,V,5930,ENALAPRIL 5MG CPR (GEN) BL C/10,MEDICAMENTOS,CL,18/09/2025,,18/09/2025,1,30,583.29,3,10,18/09/2025,30,0.04,1.29,0.04,0.04,0.04,0.06,HOSPITAL SAO MATEUS LTDA,MAIRTON,9,2025,18,Quinta-feira,1.16,0.13,Faturada
GO MED HOSPITALAR,V,5930,"SOL. CLORETO SODIO 0,9% 10ML UN",NUTRIÇÃO CLINICA,CL,18/09/2025,,18/09/2025,1,30,583.29,3,10,18/09/2025,1600,0.21,336.0,0.19,0.21,0.19,0.27,HOSPITAL SAO MATEUS LTDA,MAIRTON,9,2025,18,Quinta-feira,304.0,32.0,Faturada
GO MED HOSPITALAR,V,5931,AMINOFILINA 24MG/ML AMP 10ML (GEN) AMP,MEDICAMENTOS,AL,18/09/2025,,18/09/2025,1,51,848.9,3,1,18/09/2025,100,6.52,652.0,3.31,6.52,4.64,6.8,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,331.03,320.97,Faturada
GO MED HOSPITALAR,V,5931,SOL. CLORETO POTASSIO 60MG/ML 100ML FR,MEDICAMENTOS,AL,18/09/2025,,18/09/2025,1,51,848.9,3,1,18/09/2025,15,8.78,131.7,3.9,8.78,3.9,5.81,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,58.5,73.2,Faturada
GO MED HOSPITALAR,V,5931,DIPIRONA 500MG/ML 20ML GTS (GEN) FR,MEDICAMENTOS,AL,18/09/2025,,18/09/2025,1,51,848.9,3,1,18/09/2025,10,6.52,65.2,2.92,6.52,2.92,4.35,INSTITUTO DE DESENV. ENSINO E ASSIST. A SAUDE -IDEAS,DENIS SOUSA,9,2025,18,Quinta-feira,29.2,36.0,Faturada
GO MED HOSPITALAR,V,5932,"COMPRESSA DE GAZE 7,5CMX7,5CM 13 FIOS C/10  LIVIA ENV",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,30,7960.39,6,8,18/09/2025,1500,1.36,2040.0,0.4,1.36,0.4,0.58,FUNDO MUNICIPAL DE SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,601.2,1438.8,Faturada
GO MED HOSPITALAR,V,5932,SCALP 21G UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,30,7960.39,6,8,18/09/2025,1000,0.27,270.0,0.18,0.27,0.18,0.25,FUNDO MUNICIPAL DE SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,182.7,87.3,Faturada
GO MED HOSPITALAR,V,5932,SCALP 19G UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,30,7960.39,6,8,18/09/2025,2900,0.47,1360.39,0.19,0.47,0.19,0.27,FUNDO MUNICIPAL DE SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,561.44,798.95,Faturada
GO MED HOSPITALAR,V,5932,SCALP 25G UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,30,7960.39,6,8,18/09/2025,1000,0.27,270.0,0.18,0.27,0.18,0.26,FUNDO MUNICIPAL DE SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,183.2,86.8,Faturada
GO MED HOSPITALAR,V,5932,SCALP 27G UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,30,7960.39,6,8,18/09/2025,1000,0.27,270.0,0.16,0.27,0.15,0.22,FUNDO MUNICIPAL DE SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,159.5,110.5,Faturada
GO MED HOSPITALAR,V,5932,"COMPRESSA DE GAZE 7,5CMX7,5CM 11 FIOS C/05 (HERIKA) UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,30,7960.39,6,8,18/09/2025,3000,1.25,3750.0,0.24,1.25,0.24,0.34,FUNDO MUNICIPAL DE SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,722.7,3027.3,Faturada
GO MED HOSPITALAR,V,5933,COLISTIMETATO DE SODIO 2.000.000UI FA CX C/10FA,MEDICAMENTOS,AL,18/09/2025,,19/09/2025,1,30,14820.0,1,15,19/09/2025,600,24.7,14820.0,21.0,24.7,21.0,31.31,SECRETARIA DE ESTADO DA SAUDE,THIAGO SOUSA,9,2025,18,Quinta-feira,12600.0,2220.0,Faturada
GO MED HOSPITALAR,V,5934,ADENOSINA 3MG/ML 2ML AMP (GEN) CX C/50,MEDICAMENTOS,AL,18/09/2025,,18/09/2025,2,38,2592.1,4,5,18/09/2025,100,10.7,1070.0,9.09,10.7,9.08,12.86,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,18,Quinta-feira,909.45,160.55,Faturada
GO MED HOSPITALAR,V,5934,"LENCOL DESC.C/ELASTICO 2,00M X 0,90CM C/10 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,2,38,2592.1,4,5,18/09/2025,1000,1.4,1400.0,1.16,1.4,1.16,1.73,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,18,Quinta-feira,1155.8,244.2,Faturada
GO MED HOSPITALAR,V,5934,"SONDA ENDOTRAQUEAL C/BALAO N.8,0MM UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,2,38,2592.1,4,5,18/09/2025,10,4.07,40.7,3.83,4.07,3.84,4.77,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,18,Quinta-feira,38.34,2.37,Faturada
GO MED HOSPITALAR,V,5934,"SONDA ENDOTRAQUEAL C/BALAO N.8,0MM UN",MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,2,38,2592.1,4,5,18/09/2025,20,4.07,81.4,3.83,4.07,3.84,4.77,HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,18,Quinta-feira,76.67,4.73,Faturada
GO MED HOSPITALAR,V,5935,PROMETAZINA 25MG/ML AMP 2ML (PROMETAZOL) CX C/100,MEDICAMENTOS,CL,18/09/2025,,,1,30,381.0,1,1,,100,3.81,381.0,3.05,3.81,3.05,4.55,LABORATÓRIO EMILIO RIBAS,MAIRTON,9,2025,18,Quinta-feira,305.0,76.0,Faturada
GO MED HOSPITALAR,V,5936,"SERINGA DESC. 01ML LS C/AG INS 13X4,5 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,,2,38,1307.5,4,12,,4000,0.21,830.0,0.17,0.21,0.17,0.25,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,18,Quinta-feira,690.8,139.2,Faturada
GO MED HOSPITALAR,V,5936,"SERINGA DESC. 01ML LS C/AG INS 13X4,5 UN",MATERIAL HOSPITALAR,AL,18/09/2025,,,2,38,1307.5,4,12,,1000,0.21,207.5,0.17,0.21,0.17,0.25,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,18,Quinta-feira,172.7,34.8,Faturada
GO MED HOSPITALAR,V,5936,ENALAPRIL 20MG CPR (RENOPRIL) CX C/30,MEDICAMENTOS,AL,18/09/2025,,,2,38,1307.5,4,12,,51,2.7,137.7,2.39,2.7,2.39,3.41,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,18,Quinta-feira,121.89,15.81,Faturada
GO MED HOSPITALAR,V,5936,ENALAPRIL 20MG CPR (RENOPRIL) CX C/30,MEDICAMENTOS,AL,18/09/2025,,,2,38,1307.5,4,12,,49,2.7,132.3,2.39,2.7,2.39,3.41,MEDICI HOSPITALAR,DENIS SOUSA,9,2025,18,Quinta-feira,117.11,15.19,Faturada
GO MED HOSPITALAR,V,5937,ACIDO TRANEXAMICO 250MG/ML AMP 5ML (GEN) CX C/100,MEDICAMENTOS,CL,18/09/2025,,,1,30,13752.25,4,2,,200,4.9,980.0,3.81,4.9,3.81,5.45,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,761.34,218.66,Faturada
GO MED HOSPITALAR,V,5937,"PIPERACILINA+TAZOBACTAM 4,5G FA (GEN) CX C/25",MEDICAMENTOS,CL,18/09/2025,,,1,30,13752.25,4,2,,400,25.87,10348.0,15.5,25.87,15.5,23.11,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,6200.0,4148.0,Faturada
GO MED HOSPITALAR,V,5937,PROMETAZINA 25MG/ML AMP 2ML (PROMETAZOL) CX C/100,MEDICAMENTOS,CL,18/09/2025,,,1,30,13752.25,4,2,,300,5.1,1530.0,3.05,5.1,3.05,4.55,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,915.0,615.0,Faturada
GO MED HOSPITALAR,V,5937,CETAMINA 50MG/2ML (KETAMIN) AMP CX C/25,MEDICAMENTOS,CL,18/09/2025,,,1,30,13752.25,4,2,,25,35.77,894.25,16.71,35.77,16.71,24.54,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,417.76,476.49,Faturada
GO MED HOSPITALAR,V,5938,MASCARA LARINGEA DESC. SILICONE NR 4 UN,MATERIAL HOSPITALAR,AL,18/09/2025,,,1,30,508.0,2,5,,6,23.0,138.0,16.21,23.0,16.21,23.15,FREEDOM HOSPITALAR,CESAR GAMA,9,2025,18,Quinta-feira,97.25,40.75,Faturada
GO MED HOSPITALAR,V,5938,SERINGA DESC. 20ML S/AG LUER SLIP UN,MATERIAL HOSPITALAR,AL,18/09/2025,,,1,30,508.0,2,5,,1000,0.37,370.0,0.3,0.37,0.3,0.43,FREEDOM HOSPITALAR,CESAR GAMA,9,2025,18,Quinta-feira,299.0,71.0,Faturada
GO MED HOSPITALAR,V,5939,SALBUTAMOL AEROS 100MCG 200 DOSES (AERODINI) FR,MEDICAMENTOS,AL,18/09/2025,,18/09/2025,1,43,561.0,4,1,18/09/2025,20,22.3,446.0,15.4,22.3,15.4,21.28,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,18,Quinta-feira,307.97,138.03,Faturada
GO MED HOSPITALAR,V,5939,SONDA FOLEY 3 VIAS N.18 30CC UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,43,561.0,4,1,18/09/2025,10,4.6,46.0,3.13,4.6,3.13,4.67,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,18,Quinta-feira,31.32,14.68,Faturada
GO MED HOSPITALAR,V,5939,SONDA FOLEY 3 VIAS N.20 30CC UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,43,561.0,4,1,18/09/2025,10,4.6,46.0,2.0,4.6,2.0,2.86,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,18,Quinta-feira,20.0,26.0,Faturada
GO MED HOSPITALAR,V,5939,EXTENSAO P/ ASPIRACAO 2 MTS UN,MATERIAL HOSPITALAR,AL,18/09/2025,,18/09/2025,1,43,561.0,4,1,18/09/2025,5,4.6,23.0,2.85,4.6,2.85,3.95,INSTITUTO SÃO VICENTE,FABIAN SILVA,9,2025,18,Quinta-feira,14.23,8.77,Faturada
GO MED HOSPITALAR,V,5940,TOUCA DESC. C/ELASTICO PC,MATERIAL HOSPITALAR,AL,18/09/2025,,,1,30,1050.0,2,2,,150,6.38,957.0,5.19,6.38,5.19,7.65,UNICLINIC,CESAR GAMA,9,2025,18,Quinta-feira,778.05,178.95,Faturada
GO MED HOSPITALAR,V,5940,"COMPRESSA DE GAZE 7,5CMX7,5CM 11 FIOS C/500 REBECCA PC",MATERIAL HOSPITALAR,AL,18/09/2025,,,1,30,1050.0,2,2,,5,18.6,93.0,15.22,18.6,15.22,21.75,UNICLINIC,CESAR GAMA,9,2025,18,Quinta-feira,76.12,16.88,Faturada
GO MED HOSPITALAR,V,5941,"DEXAMETASONA 4MG/ML 2,5ML AMP (GEN) CX C/100",MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,2000,2.28,4560.0,0.86,2.28,0.86,1.19,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,1712.2,2847.8,Faturada
GO MED HOSPITALAR,V,5941,"SOL. CLORETO SODIO 0,9% 100ML FR",NUTRIÇÃO CLINICA,CL,18/09/2025,,,1,44,28818.4,16,1,,3500,3.4,11900.0,2.63,3.4,2.63,3.88,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,9218.3,2681.7,Faturada
GO MED HOSPITALAR,V,5941,HIDROCORTISONA 100MG FA (GEN) CX C/50,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,250,3.95,987.5,3.56,3.95,3.56,4.51,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,889.65,97.85,Faturada
GO MED HOSPITALAR,V,5941,HIDROCORTISONA 100MG FA (GEN) CX C/50,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,350,3.95,1382.5,3.56,3.95,3.56,4.51,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,1245.51,136.99,Faturada
GO MED HOSPITALAR,V,5941,ONDANSETRONA 2MG/ML AMP 2ML (GEN) CX C/50,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,400,1.35,540.0,1.11,1.35,1.11,1.58,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,444.44,95.56,Faturada
GO MED HOSPITALAR,V,5941,"SOL. CLORETO SODIO 0,9% 250ML FR",NUTRIÇÃO CLINICA,CL,18/09/2025,,,1,44,28818.4,16,1,,300,3.89,1167.0,3.05,3.89,3.05,4.55,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,915.0,252.0,Faturada
GO MED HOSPITALAR,V,5941,AMIODARONA 50MG/ML 3ML (GEN) AMP CX C/100,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,100,3.9,390.0,3.09,3.9,3.09,4.4,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,309.28,80.72,Faturada
GO MED HOSPITALAR,V,5941,LIDOCAINA 2% GEL 30G (LABCAINA) BG,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,6,9.4,56.4,5.21,9.4,5.21,8.56,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,31.28,25.12,Faturada
GO MED HOSPITALAR,V,5941,FUROSEMIDA 10MG/2ML AMP (GEN) CX C/100,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,500,0.9,450.0,0.64,0.9,0.64,0.95,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,320.0,130.0,Faturada
GO MED HOSPITALAR,V,5941,DETERGENTE ENZIMATICO (PRATICZYME)4 ENZIMAS 5LT GL,SANEANTES,CL,18/09/2025,,,1,44,28818.4,16,1,,2,78.0,156.0,46.5,78.0,46.5,66.42,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,93.01,62.99,Faturada
GO MED HOSPITALAR,V,5941,SOL. CLORETO SODIO 20% 10ML AMP,NUTRIÇÃO CLINICA,CL,18/09/2025,,,1,44,28818.4,16,1,,200,1.02,204.0,0.73,1.02,0.73,1.09,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,145.6,58.4,Faturada
GO MED HOSPITALAR,V,5941,ETER ETILICO 35% (VIC REMOV) 1LT LT,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,5,33.0,165.0,27.68,33.0,27.68,39.33,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,138.41,26.59,Faturada
GO MED HOSPITALAR,V,5941,CETOPROFENO 100MG IV FA (GEN) CX C/50,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,250,5.08,1270.0,4.07,5.08,4.07,5.81,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,1017.2,252.8,Faturada
GO MED HOSPITALAR,V,5941,CETOPROFENO 100MG IV FA (GEN) CX C/50,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,750,5.08,3810.0,4.07,5.08,4.07,5.81,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,3051.6,758.4,Faturada
GO MED HOSPITALAR,V,5941,BENZILPENICILINA 1.200.000UI INJ FA - C/DIL (BEPEBEN) CX C/1,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,140,8.9,1246.0,6.23,8.9,6.23,9.28,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,871.74,374.26,Faturada
GO MED HOSPITALAR,V,5941,BENZILPENICILINA 1.200.000UI INJ FA - C/DIL (BEPEBEN) CX C/1,MEDICAMENTOS,CL,18/09/2025,,,1,44,28818.4,16,1,,60,8.9,534.0,6.23,8.9,6.23,9.28,VIVA RIO,FABIAN SILVA,9,2025,18,Quinta-feira,373.6,160.4,Faturada
GO MED HOSPITALAR,V,5942,AGULHA RAQ QUINCK 22G UN CX C/50,MATERIAL HOSPITALAR,AL,18/09/2025,,,1,30,330.0,1,1,,100,3.3,330.0,2.73,3.3,2.73,3.9,BIOFARMACE DISTRIBUIDORA DE MEDICAMENTOS LTDA,CESAR GAMA,9,2025,18,Quinta-feira,273.14,56.86,Faturada
GO MED HOSPITALAR,V,5943,CAMA 3 MOVIMENTOS SEMI LUXO GRADE EMPILHAVEL 3 MOV MANUAL,EQUIPAMENTOS/UTENSILIOS,AL,19/09/2025,,,1,30,344900.0,1,1,,50,6898.0,344900.0,4388.32,6898.0,4388.32,6542.11,SANTA CASA,THIAGO SOUSA,9,2025,19,Sexta-feira,219415.94,125484.06,Faturada
GO MED HOSPITALAR,V,5944,CETAMINA 50MG/10ML (KETAMIN) AMP CX C/25,MEDICAMENTOS,AL,19/09/2025,,,1,30,2255.0,1,1,,25,90.2,2255.0,81.84,90.2,81.84,105.71,DS DISTRIBUIDORA DE MATERIAL MEDICO LTDA,CESAR GAMA,9,2025,19,Sexta-feira,2046.01,208.99,Faturada
GO MED HOSPITALAR,V,5945,"AGULHA DESC. 40 X 1,20MM UN",MATERIAL HOSPITALAR,AL,19/09/2025,,,1,20,1072.6,3,4,,1000,0.1,97.0,0.07,0.1,0.07,0.1,DESKART,DENIS SOUSA,9,2025,19,Sexta-feira,68.5,28.5,Faturada
